code,name,parent_system_code,description
066-003,Hydraulic System - Scraping,066,
066-004,Support - Scraper,066,
066-005,Control - Scraper,066,
067-000,Buckets,067,
067-001,Bucket Assembly - Bucket Equipment,067,
067-002,Wearable Items - Buckets,067,
067-003,Hydraulic System - Buckets,067,
067-004,Support - Bucket,067,
067-006,Cutting Edge,067,
067-007,Teeth,067,
068-000,Lifting / Unloading Boom,068,
068-001,Wearable Items - Lifting/Unloading Units,068,
068-003,Hydraulic System - Lifting/Unloading,068,
068-004,Control - Lifting/Unloading,068,
068-005,Carriage Assembly - Lift Trucks,068,
201-000,Raking,201,
201-001,Rake Assembly,201,
201-002,Wearable Items - Raking Unit,201,
201-003,Hydraulic System - Raking,201,
201-004,Support - Raker,201,
201-005,Control - Rake Assembly,201,
202-000,Breaking,202,
202-001,Breaker Assembly,202,
202-002,Wearable Items - Breaking Unit,202,
202-003,Hydraulic System - Breaking,202,
202-004,Support - Breaker,202,
202-005,Control - Breaker Assembly,202,
202-006,Pulverizer,202,
202-007,Shear,202,
203-000,Hammering,203,
203-001,Hammer Assembly,203,
203-002,Wearable Items - Hammering Unit,203,
203-003,Hydraulic System - Hammering,203,
203-004,Support - Hammer,203,
203-005,Control - Hammer Assembly,203,
204-000,Grapple Assembly,204,
204-001,Grapple Assembly,204,
204-002,Wearable Items - Grappling Unit,204,
204-003,Hydraulic System - Grappling,204,
204-004,Support - Grappler,204,
264-005,Control - Grapple Assembly,264,
265-000,Magnets,265,
265-001,Magnet Assembly,265,
265-002,Wearable Items - Magnet Unit,265,
265-003,Hydraulic System - Magnets,265,
265-004,Support - Magnet,265,
265-005,Control - Magnet Assembly,265,
266-000,Forks,266,
266-001,Fork Assembly,266,
266-004,Controls,266,
267-000,Drilling and Boring System,267,
267-001,Boom Structure - Drilling and Boring,267,
267-002,Feeding Assembly,267,
267-003,Hydraulic System - Drilling and Boring,267,
267-004,Support - Driller/Borer,267,
267-005,Control - Drilling and Boring,267,
267-006,Frame - Drilling and Boring Unit,267,
267-007,Motor,267,
267-009,Flushing Assembly,267,
267-010,Hammer,267,
267-011,Auger,267,
267-012,Cable and Winch,267,
267-013,Personnel Bucket - Platform,267,
267-014,"Pedestal - Fixed, Drilling and Boring",267,
267-015,"Pedestal - Rotating, Drilling and Boring Unit",267,
267-016,Shields and Guards - Drilling and Boring,267,
267-017,Pole Guide,267,
267-018,"Cables and Pulleys (Sheaves), Drilling and Boring",267,
268-000,Pulling,268,
268-002,"Cables and Pulleys (Sheaves), Pulling",268,
268-003,Hydraulic System - Pulling,268,
268-004,Support - Puller,268,
268-005,Control - Pulling,268,
268-006,Frame - Pulling Unit,268,
268-007,Winches,268,
268-008,Personnel Bucket,268,
268-009,Boom Structure - Pulling,268,
268-010,Pedestal - Fixed Pulling Device,268,
268-011,Pedestal - Rotating Pulling Device,268,
268-012,Knuckle (Pivot Point),268,
268-013,Sprockets,268,
268-014,Leveling Assembly,268,
268-015,Shields and Guards - Pulling Device,268,
269-000,Dust and Debris Collecting,269,
269-001,Holding Container,269,
269-002,Filtration - Dust and Debris Collection,269,
269-003,Hydraulic System - Dust and Debris,269,
269-004,Support - Dust/Debris Collector,269,
269-005,Control - Dust and Debris Collecting,269,
269-006,Frame - Dust and Debris Collection,269,
269-007,Vacuum Device,269,
269-008,Pipe / Duct,269,
269-009,Brushes / Brooms,269,
269-010,Feeder,269,
269-011,Dust Suppression,269,
269-012,Motors - Dust and Debris Collecting,269,
269-013,Conveyors,269,
269-014,Pump and Blowers - Dust and Debris Collecting,269,
261-000,Air Compressor System,261,
301-000,Air Compressor System,301,
301-001,"Compressor - Air, Portable Unit",301,
261-002,Hydraulic System - Air Compressor,261,
261-003,Air Compressor,261,
361-004,Control - Air Compressor Portable,361,
261-005,Frame - Air Compressor Unit Portable,261,
361-006,"Reservoir - Air Compressor Unit, Portable",361,
361-007,Plumbing,361,
361-008,Fitting,361,
361-010,Couplers,361,
361-011,Lines and Hoses,361,
361-012,Safety Devices - Air Compressor System,361,
362-000,Weighing & Measuring,362,
362-001,Scales Carriage,362,
362-002,Indicator,362,
362-003,Printer,362,
362-004,ECU,362,
362-005,"Scale - Cargo, Suspension Mounted",362,
363-000,Deicing,363,
363-001,Deicing Assembly,363,
363-002,Wearable Items - Deicing Unit,363,
363-003,Hydraulic System - Deicing,363,
363-004,Support - Deicer,363,
363-005,Control - Deicing,363,
364-000,Paving,364,
364-001,Paver/Melter Assembly,364,
364-002,Wearable Items - Paving Unit,364,
364-003,Hydraulic System - Paving,364,
364-004,Support - Paver,364,
364-005,Control - Paving,364,
364-006,Compressor Assembly - Paving,364,
364-007,Pump/Agitator Assembly,364,
364-008,Boom Assembly - Paving,364,
364-009,Tank Assembly - Paving,364,
365-000,Painting & Spraying,365,
365-001,Painting/Spraying Assembly,365,
365-002,Wearable Items - Painting & Spraying Unit,365,
365-003,Hydraulic System - Painting & Spraying,365,
365-004,Support - Painting & Spraying,365,
365-005,Control - Painting & Spraying,365,
365-006,Compressor Assembly - Painting & Spraying,365,
365-007,Hot Water Pump Assembly,365,
365-008,Boom Assembly - Painting & Spraying,365,
365-010,Tank Assembly - Painting & Spraying,365,
365-011,Burner Assembly,365,
365-012,Paint Heating Pump Assembly,365,
366-001,Sawing Assembly,366,
366-002,Wearable Items - Sawing Unit,366,
366-003,Hydraulic System - Sawing,366,
366-004,Support - Sawing,366,
366-005,Control - Sawing,366,
366-006,Frame - Sawing Unit,366,
267-008,Vibration System,267,
368-001,Drum Assembly,368,
368-002,Pump Connection,368,
369-001,Crusher Assembly,369,
369-002,Jaws - Crusher,369,
369-003,Roller - Crusher,369,
369-004,Hydraulics - Crusher,369,
369-005,Fabricated Structure,369,
369-006,Guards - External Protection,369,
461-001,Arrow Board Assembly,461,
462-001,Unit Elevator,462,
462-002,Hydraulic System,462,
462-003,Boom - Upper,462,
462-004,Boom - Lower,462,
462-005,Boom Stow,462,
462-006,Leveling System,462,
462-007,Turntable,462,
462-008,Boom Articulating Arm,462,
462-009,Personnel Platform,462,
462-010,Personnel Platform Elevator,462,
462-011,Lower Boom Leveling System,462,
462-012,Material Handling Jib,462,
462-013,High Articulation Jib,462,
462-014,Removable Material Handling Jib,462,
462-015,Grounding System,462,
462-016,Telematics,462,
462-017,"Modules, Relays, Electrical",462,
462-018,Outrigger,462,
463-001,Digger Derrick,463,
464-001,Boom,464,
464-002,Stick,464,
464-003,Arm Assembly,464,
464-004,Coupler,464,
464-005,Swing Gear,464,
464-006,Controls,464,
464-007,Knuckle,464,
464-008,Bucket Linkage,464,
465-001,Plate Packer,465,
071-001,Floor Assembly,071,
071-002,Front Wall &/Or Headboard Assembly,071,
071-003,Roof Assembly & Skylight,071,
071-004,Side Door Assembly - Hinged,071,
071-005,Side Door Assembly - Hinged,071,
071-007,Lining - Plywood,071,
071-008,Lining - Flat Fiberglass,071,
071-010,Lining - Molded Fiberglass,071,
071-011,Scuff Liner,071,
071-013,Sealing,071,
071-014,Lining - Seal Coated Plywood,071,
071-015,Screws - All,071,
071-016,Rivets - All,071,
071-017,"Tappet - Nylon, All",071,
071-019,Insulation - Body,071,
071-020,Flooring Assembly - Removable,071,
071-023,Bulkhead,071,
071-024,Body /Container Assembly Complete,071,
071-025,Ladder Rack,071,
071-026,Body Assembly - Soft Side,071,
071-027,Lining - Puncture Guard,071,
071-028,Glass Rack,071,
071-029,Ladder - Flip Up,071,
071-030,"Roll-Up Door - Truck Body, Side",071,
071-031,"Lining - Synthetic, Side Wall, Interior",071,
071-032,Belly Cargo Box,071,
071-033,Walking Floor,071,
072-001,Rear Wall & Bumper Assembly,072,
072-002,Header & Rail Assembly,072,
072-003,"Door Assembly - Hinged, Rear",072,
072-004,"Door Assembly - Roll-Up, Rear",072,
072-005,Chain Gate & Curtain Assembly,072,
072-006,Door Security Seal,072,
072-007,Door Assembly Components - Rear Reefer Door,072,
072-008,Automatic Door Opener,072,
072-009,Power Roll-Up Door - Rear,072,
073-001,"Vessel - Top & Bottom, Side Sheets",073,
073-002,Baffles,073,
073-003,Bulkheads,073,
073-004,Stiffeners,073,
073-005,Heads,073,
073-006,Slope Sheets,073,
073-007,Hopper (Cones),073,
073-008,Sumps,073,
074-001,Outer Jacket,074,
075-001,Fill Lid,075,
075-002,Manhole Cover,075,
075-003,Manhole Collar,075,
075-004,Clamp - Hold-Down Manhole Cover,075,
075-005,Hinge - Manhole Cover,075,
367-001,Rolling Assembly,367,
367-002,Wearable Items - Rolling Unit,367,
367-003,Hydraulic,367,
367-004,Support,367,
367-005,Control,367,
367-006,Frame,367,
367-007,Steering,367,
367-008,Vibration System,367,
367-009,Water System,367,
367-010,Drum,367,
071-006,Duster & Hold-Down,071,
076-001,Bolster,076,
076-002,Rings,076,
077-001,Support - Frame Assembly,077,
077-003,Leg Assembly,077,
077-004,Frame Assembly - Front,077,
077-005,Coupler Assembly - Upper,077,
077-006,Sub-Frame - Lower,077,
077-007,Slider Mechanism,077,
077-009,Spring Hangers,077,
077-010,Dolly,077,
077-012,Framing - Platform Chassis Assembly,077,
077-013,Tarp & Bow Kit,077,
078-001,"Fender Assembly - Body, Front",078,
078-002,Fender Assembly - Rear,078,
078-003,Carrier - Hose,078,
078-005,Meter Assembly,078,
078-008,Tire Carrier,078,
078-009,Deflector Assembly - (Mud Flaps),078,
078-012,Tie-Down - Tarpaulin,078,
078-013,Tarpaulin Basket,078,
078-014,Tarpaulin,078,
078-017,Tarpaulin Roller Assembly,078,
078-018,"Rack - Containers, Liquid Or Gas",078,
078-021,Air Duct - Reefer,078,
078-022,Shelf - Trailer,078,
078-023,Ladders - Trailers,078,
078-024,Walkway - Trailer,078,
078-025,Side Skirt - Trailer,078,
078-026,"Extender - Aerodynamic, Trailer, Rear",078,
078-027,Stacking Deck,078,
078-028,Storage Compartment - Trailer,078,
078-029,Trailer Safety Devices,078,
079-001,Monitor Assembly - Rear,079,
079-002,Electronic Stability Control - Trailer,079,
079-004,Safety Devices,079,
170-001,Primary Conveyor,170,
170-002,Bandsaw,170,
170-003,Secondary Conveyor,170,
170-004,Shaker Conveyor,170,
170-005,Walking Axle,170,
171-001,Drum,171,
171-002,Drive Assembly,171,
171-003,Hydraulic System - Mixers,171,
171-004,Support - Mixer,171,
171-005,Control - Mixer,171,
171-006,Frame - Mixer Unit,171,
171-007,Water Supply - Mixer,171,
171-008,Booster Axle,171,
172-001,Compaction Assembly,172,
172-002,Hydraulics - Compaction Body,172,
172-003,Support - Compacter,172,
172-004,Support - Compacter,172,
077-000,Trailer Frame & Support,077,
078-000,Trim & Miscellaneous Hardware,078,
079-000,Pole - Anti-Nose Dive,079,
170-000,Harvesting,170,
171-000,Mixers,171,
171-009,Chute Wash System,171,
171-010,Composition Device,171,
172-000,Container Body,172,
172-005,Controls - Compaction Unit,172,
172-006,Frame - Compaction Body Unit,172,
172-007,Loader Assembly,172,
172-008,Ejection Assembly,172,
172-009,Trim and Miscellaneous Parts,172,
172-010,Electrical Devices - Container Body,172,
173-000,Tilt Bodies,173,
173-001,Body or Bed,173,
173-002,Hydraulics - Tilt Bodies,173,
173-003,Support - Tilt Body,173,
173-004,Controls - Tilt Body Unit,173,
173-005,Frame Tilt Body Unit,173,
173-006,Winches and Cables,173,
173-007,Tarp Assembly,173,
173-008,Boom Assembly,173,
173-009,Rollers - Tilt Body,173,
173-010,Tailgate,173,
174-000,Bus Body,174,
174-001,Bus Body Assembly,174,
174-002,Bus Entry Step Components,174,
174-003,Bus Underbody Storage Compartment Components,174,
174-004,Bus Underbody Battery Compartment Components,174,
174-005,Bus Standard Side Window Components,174,
174-006,Bus Push-Out Side Window Components,174,
174-007,Bus Rear Window Components,174,
174-008,Bus Visibility Window Components,174,
174-009,Bus Driver Sliding Window Components,174,
174-010,Folding Bus Entry Door Components,174,
174-011,Outward Opening Bus Entry Door Components,174,
174-012,Bus Side Emergency Door Components,174,
174-013,Bus Rear Emergency Door Components,174,
174-014,Bus Wheelchair Access Door Components,174,
174-015,Bus Roof Emergency Escape Hatch Components,174,
174-016,Bus Roof Powered Vent Components,174,
174-017,School Bus Stop Arm Components,174,
174-018,Bus Barrier Components,174,
174-019,Bus Driver Sun Visor Components,174,
174-020,Bus Driver Control Console Components,174,
174-021,Bus Interior Luggage Rack Components,174,
174-022,Bus Seat Components,174,
174-023,Miscellaneous Bus Body Accessories,174,
174-024,Bus Body Electrical Components,174,
174-025,School Bus Crossing Gate Components,174,
174-026,Bus Passenger Heater Components,174,
174-027,Bus Entrance Step Heater Components,174,
174-028,Bus Body A/C System Components,174,
174-029,Bus Davenport Components,174,
072-010,Electrical Devices - Container Body,072,
073-000,Body or Bed,073,
073-009,Rollers - Tilt Body,073,
073-010,Tailgate,073,
074-002,Bus Entry Step Components,074,
074-003,Bus Underbody Storage Compartment Components,074,
074-004,Bus Underbody Battery Compartment Components,074,
074-005,Bus Standard Side Window Components,074,
074-006,Bus Push-Out Side Window Components,074,
074-007,Bus Rear Window Components,074,
074-008,Bus Visibility Window Components,074,
074-009,Bus Driver Sliding Window Components,074,
074-010,Folding Bus Entry Door Components,074,
074-011,Outward Opening Bus Entry Door Components,074,
074-012,Bus Side Emergency Door Components,074,
074-013,Bus Rear Emergency Door Components,074,
074-014,Bus Wheelchair Access Door Components,074,
074-015,Bus Roof Emergency Escape Hatch Components,074,
074-016,Bus Roof Powered Vent Components,074,
074-017,School Bus Stop Arm Components,074,
074-018,Bus Barrier Components,074,
074-019,Bus Driver Sun Visor Components,074,
074-020,Bus Driver Control Console Components,074,
074-021,Bus Interior Luggage Rack Components,074,
074-022,Bus Seat Components,074,
074-023,Miscellaneous Bus Body Accessories,074,
074-024,Bus Body Electrical Components,074,
074-025,School Bus Crossing Gate Components,074,
074-026,Bus Passenger Heater Components,074,
074-027,Bus Entrance Step Heater Components,074,
074-028,Bus Body A/C System Components,074,
074-029,Bus Davenport Components,074,
074-030,Bus Under Passenger Seat Storage Box Components,074,
074-031,Bus Under Driver Seat Storage Box Components,074,
074-032,Bus Body Wheelchair Lift Components,074,
074-033,Articulated Joint Assembly,074,
074-034,Seat Belt Assembly,074,
074-035,Bulkhead Assembly - Bus Body,074,
074-036,Aisle Gate Assembly,074,
074-037,Markings - Bus Body,074,
074-038,Bus Body Signaling Devices,074,
074-039,"Bicycle Rack - Front Mounted, Bus Body",074,
074-040,Pedestrian Detection,074,
082-001,Evaporator Assembly,082,
082-002,Compressor - Mechanical Refrigeration Unit (MRU),082,
082-003,"Compressor Assembly - Hermetic Type, (MRU)",082,
082-004,"Compressor Assembly - Open Type, (MRU)",082,
082-005,Thermostat Assembly,082,
082-006,Controls - (MRU),082,
082-007,Coupling/Cooling Linkage,082,
082-008,Condenser Assembly - Mechanical Refrigeration Unit,082,
082-009,Receiver Assembly,082,
082-010,Drier Assembly - Liquid Line,082,
082-011,Defrosting Assembly - Heating,082,
082-012,Control Panel Assembly - (MRU),082,
082-013,Three-Way Valve Assembly - Complete,082,
082-014,Clutch Assembly - Drive (MRU),082,
082-015,Stop Start Controller Assembly,082,
082-016,Refrigeration Unit Assembly Mechanical (MRU),082,
082-018,Tank - Receiver Mechanical Refrigeration Unit,082,
082-019,Controller - Thermostat,082,
082-020,Expansion Valve - Mechanical Refrigeration System,082,
082-021,Receiver Valve,082,
082-022,Service Valve,082,
082-023,Three-Way Valve,082,
082-024,Throttling Valve,082,
082-025,Compressor Assembly - Semi-Hermetic. (MRU),082,
082-026,Remote Status Assembly,082,
082-027,Frame,082,
082-028,Standby Motor,082,
082-029,"Sheet Metal, Grilles, Panels, Doors, Floor",082,
082-030,Satellite Communications,082,
082-031,Refrigerant Lines Hoses,082,
082-032,Nameplates Decals Warning Signs,082,
082-033,Engine Cooling System,082,
082-034,Belts,082,
082-035,Condenser Shutters,082,
082-036,Throttle Throttle Controls,082,
082-037,Heat Exchanger,082,
082-038,Protection Cage Assembly - MPU,082,
082-039,"Fuel System - Engine, MRU",082,
082-040,Exhaust - Mechanical Refrigeration,082,
082-041,Engine - Mechanical Refrigeration Unit (MRU),082,
082-042,Generator - High-Voltage,082,
082-043,Air Circulation,082,
082-044,Engine Electrical System - Mechanical Refrigeration Unit (MRU),082,
082-045,Dehumidifier,082,
083-001,Fill Box Assembly,083,
083-002,Container Assembly,083,
083-005,Control Unit/Box Assembly,083,
083-011,Lines (All),083,
083-012,Refrigeration Unit Assembly - Nitrogen,083,
084-001,Hold Over Plate Assembly,084,
084-002,Console Panel Assembly,084,
084-003,Condensing Unit Assembly,084,
091-001,Blower - Single Stage,091,
091-002,Blower - Two Stage,091,
091-003,Turbine Conveyor - Exhaust Driven,091,
091-004,Vibrator,091,
092-001,"Compressor Assembly - Hermetic Type, Bulk Product Transfer",092,
092-002,Compressor Assembly - Open Type Bulk Product Transfer,092,
094-001,Lines - Crossover,094,
094-002,Line - Product Loading,094,
094-003,Line - Unloading Product,094,
081-001,Auxiliary Mounted Heater,081,
081-002,Coils - Heater,081,
081-003,Heating Panels,081,
081-004,Tubes - Heater,081,
081-005,"Heating Unit - Open Flame, Cargo",081,
081-006,Heating Unit - Catalytic,081,
094-005,"Line - Pump-Off, Discharge, Vehicle-To-Vehicle",094,See 095-001 For Manifold
094-006,Reel Assembly - Line W/Hose & Fittings,094,
094-007,Line - Vapor Recovery,094,
094-008,Line - Air Supply,094,
094-009,Line - Blowdown,094,
094-010,Fitting,094,Refer To SAE J846 For Code System
094-011,Coupler Quick Disconnect,094,
094-012,Line - Storage,094,
094-013,"Lines, Tubes, Hoses and Fittings - Unspecified",094,
095-001,Manifold Assembly W/Fittings,095,
095-002,Dampener - Pulsation,095,
096-002,Power Shaft Assembly - PTO,096,
097-001,Centrifugal Pump - Product Discharge,097,
097-002,Positive Displacement Pump,097,
098-001,Ball Valve Assembly (Blowdown Valves),098,
098-002,Butterfly Valve Assembly,098,
098-003,Flush Valve Assembly,098,
098-004,Gate Valve Assembly,098,
098-005,Slide Valve Assembly,098,
098-006,Three-Way Diversion Valve,098,
098-007,One-Way Check Valve Assembly,098,
098-008,Two-Way Check Valve Assembly,098,
098-009,Relief Vent Valve Assembly - Positive Pressure Actuated,098,Formerly 099-004
098-010,Relief Vent Valve Assembly - Vacuum Breaker Negative Pressure,098,Formerly 099-003
098-011,Emergency Valve Assembly,098,
098-012,Emergency Valve Assembly - Hydraulic,098,
098-013,Emergency Valve Assembly - Air Operated,098,
098-014,Sanitary Valve Assembly,098,
098-015,Hydrolet Valve Assembly,098,
098-016,Diaphragm - Valve Assembly,098,
098-017,Valve Assembly - Rear Head,098,
098-018,Tee Assembly - Bottom Drop,098,
098-019,"Valve Assembly, Bulk Product Transfer - Unspecified",098,
099-001,Frangible Venting,099,
099-002,Fusible Cap,099,
099-003,Overfill System,099,
099-004,Passive Shutdown System,099,
099-005,Gauges - Product Transfer System,099,
099-006,Fire Valve,099,
099-007,Automated Fuel Transfer,099,
099-008,Overfill Prevention System,099,
174-030,Bus Under Passenger Seat Storage Box Components,174,
174-031,Bus Under Driver Seat Storage Box Components,174,
174-032,Bus Body Wheelchair Lift Components,174,
174-033,Articulated Joint Assembly,174,
174-034,Seat Belt Assembly,174,
174-035,Bulkhead Assembly - Bus Body,174,
174-036,Aisle Gate Assembly,174,
174-037,Markings - Bus Body,174,
174-038,Bus Body Signaling Devices,174,
174-039,"Bicycle Rack - Front Mounted, Bus Body",174,
174-040,Pedestrian Detection,174,
175-001,Storage,175,
178-001,Riddle,178,
178-002,Rails,178,
178-003,Cable,178,
178-004,Hooks,178,
178-005,Pulley System,178,
178-006,Stabilizer Wheel,178,
191-001,Container Vessel,191,
191-002,Piping,191,
095-000,Manifold,095,
096-000,Power Shaft - Power Take-Off,096,
097-000,Pump - Product Transfer,097,
098-000,Valves & Controls - Bulk Product Transfer Systems,098,
099-000,"Safety Devices, Instruments & Gauges",099,
191-000,Bulk Storage System,191,
191-003,Hydraulics - Bulk Storage,191,
191-004,Support - Bulk Storage,191,
191-005,Controls - Bulk Storage System,191,
191-006,Frame - Bulk Storage System Unit,191,
191-007,Aeration,191,
191-008,Gates,191,
191-009,Scale,191,
191-010,Ladder,191,
191-011,Ventilation,191,
191-012,Platform - Bulk Storage System,191,
191-013,Turn Head,191,
192-000,Material Hopper,192,
192-001,Scale (Hopper),192,
192-002,Hydraulics - Batch Mobile Processing Plant,192,
192-004,Support - Batch Mobile Processor,192,
192-005,Controls - Batch Mobile Processing Plant,192,
192-006,Frame - Batch Mobile Processing Plant,192,
192-007,Water Supply - Batch Mobile Processing Plant,192,
192-008,Material Drier,192,
192-010,Loader,192,
192-011,Additive Mixture Pumper,192,
192-012,Mixer,192,
192-013,Pneumatic - Batch Mobile Processing Plant,192,
192-014,Drive Assembly,192,
192-015,Tilt Assembly,192,
192-016,Shields and Guards - Batch Mobile Processing Plant,192,
192-017,Exterior Protection,192,
193-000,Belt Conveyor System,193,
193-002,Belts,193,
193-003,Hydraulics - Belt Conveyor,193,
193-004,Support - Belt Conveyor,193,
193-005,Controls - Belt Conveyor System,193,
193-006,Frame - Belt Conveyor Unit,193,
193-007,Pulleys - Belt Conveyor System,193,
193-009,Bearings - Belt Conveyor System,193,
193-010,Wipers - Belt Conveyor System,193,
193-011,Skirting - Belt Conveyor System,193,
193-012,Pneumatic - Belt Conveyor System,193,
193-013,Catwalks - Belt Conveyor System,193,
193-014,Drive - Belt Conveyor System,193,
193-016,External Protection - Belt Conveyor System,193,
194-000,Bucket Conveyor System,194,
194-001,Bucket,194,
194-002,Chain - Bucket Conveyor System,194,
194-003,Hydraulics - Bucket Conveyor,194,
194-004,Support - Bucket Conveyor,194,
194-005,Controls - Bucket Conveyor System,194,
194-006,Frame - Bucket Conveyor Unit,194,
194-007,Pulleys - Bucket Conveyor System,194,
194-008,Motors - Bucket Conveyor System,194,
194-009,Bearings - Bucket Conveyor System,194,
193-008,Motors - Belt Conveyor System,193,
194-010,Wipers - Bucket Conveyor System,194,
194-011,Skirting - Bucket Conveyor System,194,
194-012,Pneumatic - Bucket Conveyor System,194,
194-013,Safety - Bucket Conveyor System,194,
194-014,Catwalks - Bucket Conveyor System,194,
194-015,Drive - Bucket Conveyor System,194,
194-016,External Protection - Bucket Conveyor System,194,
195-000,Screw Conveyor System,195,
195-001,Screw - Conveyor System,195,
195-002,Flight,195,
195-003,Hydraulics - Screw Conveyor,195,
195-004,Support - Screw Conveyor,195,
195-005,Controls - Screw Conveyor System,195,
195-006,Frame - Screw Conveyor Unit,195,
195-007,Pulleys - Screw Conveyor System,195,
195-008,Motors - Screw Conveyor System,195,
195-009,Bearings - Screw Conveyor System,195,
195-010,Wipers - Screw Conveyor System,195,
195-011,Skirting - Screw Conveyor System,195,
195-012,Pneumatic - Screw Conveyor System,195,
195-013,Safety - Screw Conveyor System,195,
195-014,Catwalks - Screw Conveyor System,195,
195-015,Drive - Screw Conveyor System,195,
195-016,External Protection - Screw Conveyor System,195,
196-000,Roller Conveyor System,196,
196-001,Roller - Conveyor System,196,
196-003,Hydraulics - Roller Conveyor,196,
196-004,Support - Roller Conveyor,196,
196-005,Controls - Roller Conveyor System,196,
196-006,Frame - Roller Conveyor Unit,196,
196-007,Pulleys - Roller Conveyor System,196,
196-008,Motors - Roller Conveyor System,196,
196-009,Bearings - Roller Conveyor System,196,
196-010,Wipers - Roller Conveyor System,196,
196-011,Skirting - Roller Conveyor System,196,
196-012,Pneumatic - Roller Conveyor System,196,
196-013,Safety - Roller Conveyor System,196,
196-014,Catwalks - Roller Conveyor System,196,
196-015,Drive - Roller Conveyor System,196,
196-016,External Protection - Roller Conveyor System,196,
197-000,Chain Conveyor System,197,
197-001,Chain - Conveyor System,197,
197-002,Hydraulics - Chain Conveyor System,197,
197-003,Support,197,
197-004,Controls - Chain Conveyor System,197,
197-005,Frame - Chain Conveyor System,197,
197-006,Pulleys - Chain Conveyor System,197,
197-007,Motors - Chain Conveyor System,197,
197-008,Bearings - Chain Conveyor System,197,
197-009,Boom,197,
197-010,Skirting,197,
197-011,Pneumatic - Chain Conveyor System,197,
197-012,Safety - Chain Conveyor System,197,
197-013,Catwalks - Chain Conveyor System,197,
197-014,Drive - Chain Conveyor System,197,
197-015,External Protection - Chain Conveyor System,197,
197-016,Hopper,197,
197-017,Container Vessel - Chain Conveyor,197,
197-018,Piping - Chain Conveyor,197,
197-019,Sanitary System - Chain Conveyor,197,
197-020,Bag Box - Chain Conveyor,197,
197-021,Blower Assembly - Chain Conveyor,197,
197-022,Air Lock Assembly - Chain Conveyor,197,
197-023,Loading Doors - Chain Conveyor,197,
197-024,Gates - Chain Conveyor,197,
197-025,Fenders - Chain Conveyor,197,
197-026,Toolbox - Chain Conveyor,197,
198-000,"Paddle Wagon, Drag Chain Assembly",198,
198-001,"Paddle Wagon, Drag Chain Assembly - Complete",198,
199-000,Processing Screens,199,
199-001,OCC Screen,199,
199-002,ONP Screen,199,
199-003,Polishing Screen,199,
199-004,Fines Screen,199,
199-005,Trommel,199,
291-000,Dairy Pumping Unit,291,
291-001,Main Pumping Assembly,291,
291-002,PS4 Peristaltic Sampler,291,
291-003,Air Eliminator Vessel,291,
291-004,Flash Computer,291,
291-005,Hose Reel,291,
291-006,Cabinet,291,
292-000,Concrete Pumping Equipment,292,
293-000,Oil Shaker Box,293,
293-001,Oil Shaker Box Assembly,293,
294-000,Fuel Metering,294,
294-001,Fuel Metering Unit,294,
998-000,Glider Kit,998,
998-001,Glider Kit Assembly,998,
999-000,Total Vehicle,999,
999-999,Total Vehicle,999,
361-000,Air Compressor System,361,
029-008,Air Cylinders,029,
461-000,Arrow Board,461,
019-000,Automatic/Manual Chassis Lubricator,019,
